rank,nome,avaliacao
3426,Boomerang,7.06
3427,The Game of 49,6.40
3428,Pacific Typhoon,6.65
3429,Honga,6.98
3430,Penny Press,6.49
3431,Rise of the Luftwaffe,7.06
3432,Evolution: The Origin of Species,6.26
3433,The Lord of the Rings: The Card Game – Revised Core Set,8.60
3434,Dungeons & Dragons Miniatures,6.54
3435,The Battle for Normandy,7.91
3436,Piraten kapern,6.29
3437,Silver Bullet,7.38
3438,Auf Achse,6.24
3439,Barbarossa,6.32
3440,Das Motorsportspiel,7.46
3441,Jetpack Joyride,6.66
3442,Exploding Kittens,6.04
3443,High Treason: The Trial of Louis Riel,7.22
3444,Monopoly Gamer,6.38
3445,Unbroken,6.02
3446,Queenz: To Bee or Not to Bee,7.12
3447,Brotherhood & Unity,8.09
3448,Great Plains,7.35
3449,Here Come the Rebels,7.64
3450,Kings of Israel,7.31
3451,Smash Up: That '70s Expansion,7.56
3452,2GM Tactics,7.55
3453,Target for Today,8.04
3454,Sheep & Thief,6.64
3455,Town Builder: Coevorden,7.10
3456,Techno Bowl: Arcade Football Unplugged,8.56
3457,Scopa,6.56
3458,Kingdom of Solomon,6.89
3459,Inhuman Conditions,7.28
3460,Lectio,6.83
3461,Antics!,6.94
3462,Iquazú,6.84
3463,Iron Helm,8.13
3464,Axis & Allies: Battle of the Bulge,6.75
3465,504,6.26
3466,Nottingham,6.26
3467,Star Trek Deck Building Game: The Next Generation,6.48
3468,"Wits & Wagers: It's Vegas, Baby!",7.49
3469,Electronic Catch Phrase,6.54
3470,Seasons of Rice,7.05
3471,Spheres of Influence: Struggle for Global Supremacy,7.91
3472,DC Comics Dice Masters: World's Finest,7.43
3473,Pay Dirt,6.73
3474,Nile DeLuxor,6.82
3475,Escape Tales: Low Memory,6.79
3476,The Mighty Endeavor,7.40
3477,Canasta,6.40
3478,Mystery of the Temples,6.59
3479,Mechanica,6.91
3480,Cubist,6.74
3481,Tomb,6.33
3482,A Gentle Rain,7.72
3483,Laser Chess,6.68
3484,Gonzaga,6.59
3485,Nightfall: The Coldest War,7.25
3486,Icaion,7.64
3487,Kokopelli,7.17
3488,Mental Blocks,6.90
3489,Necromunda: Underhive,7.83
3490,Stonewall Jackson's Way,7.58
3491,Saga,7.93
3492,Jerusalem,6.72
3493,1841: Railways in Northern Italy,8.00
3494,"Thirty Years War: Europe in Agony, 1618-1648",6.89
3495,Porto,7.25
3496,1987 Channel Tunnel,7.43
3497,Stalingrad Pocket: The Wehrmacht's Greatest Disaster – 2nd Edition,7.36
3498,Pax Britannica: The Colonial Era 1880 to the Great War,6.74
3499,Catacombs & Castles,6.82
3500,Nippon Rails,6.89
3501,Nippon Rails,6.89
3502,Vienna Connection,7.50
3503,Space Race: The Card Game,6.92
3504,Hive Mind,7.06
3505,Battle Above the Clouds,8.13
3506,Maka Bana,6.67
3507,Fist of Dragonstones,6.16
3508,Who Did It?,6.54
3509,Expancity,6.98
3510,Call to Adventure: The Stormlight Archive,7.19
3511,Bargain Basement Bathysphere,7.51
3512,Pluckin' Pairs,6.76
3513,Valley of the Mammoths,6.42
3514,Scrawl,7.15
3515,North Wind,6.45
3516,Black Stories,6.03
3517,Mijnlieff,7.13
3518,Volldampf,6.84
3519,Light Speed,6.34
3520,Direwild,7.54
3521,Drakon (Fourth Edition),6.52
3522,Magna Grecia,6.56
3523,Munchkin Apocalypse,6.43
3524,Talisman (Third Edition),6.34
3525,Gaïa,6.25
3526,Trick Shot,8.08
3527,Journal 29: Interactive Book Game,7.04
3528,Nosferatu,6.59
3529,Mutant Meeples,6.61
3530,PIX,6.64
3531,Guderian's Blitzkrieg II,8.18
3532,Carrier: The Southwest Pacific Campaign – 1942-1943,7.39
3533,Wooly Wars,6.09
3534,Unicornus Knights,7.02
3535,Cadwallon: City of Thieves,6.27
3536,"Goblins, Inc.",6.40
3537,The Ruhr: A Story of Coal Trade,6.89
3538,Origami,6.68
3539,Warmaster,7.25
3540,The Burning Blue,7.67
3541,Call of Cthulhu: Collectible Card Game,6.86
3542,Henchmania,6.91
3543,Batavia,6.39
3544,Cartagena 2. The Pirate's Nest,6.49
3545,Age of Mythology: The Boardgame,6.13
3546,Mythos,6.66
3547,Kōhaku,7.89
3548,18OE: On the Rails of the Orient Express,8.13
3549,Axis & Allies:  Guadalcanal,6.89
3550,Dracula,6.21
3551,WeyKick,6.96
3552,Case Blue,8.27
3553,Clubs,6.54
3554,World at War: Blood and Bridges,7.59
3555,Formula Dé Mini,6.51
3556,Commands & Colors: Samurai Battles,8.25
3557,Ultimate Werewolf: Inquisition,6.53
3558,Asteroyds,6.34
3559,Horizons,6.82
3560,"Warhammer 40,000 (Fourth Edition)",6.51
3561,Divine Right,7.14
3562,Ark,6.26
3563,Alhambra: The Card Game,6.44
3564,Trieste,6.60
3565,Valley of the Vikings,6.71
3566,The Hunters A.D. 2114,8.52
3567,Illuminati: New World Order,6.37
3568,Urland,6.57
3569,Monikers: Serious Nonsense,8.30
3570,King of 12,6.85
3571,Don't Mess with Cthulhu Deluxe,7.29
3572,Kingdom of Heaven: The Crusader States 1097-1291,7.66
3573,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,6.62
3574,Bayonets & Tomahawks,8.33
3575,Subastral,7.43
3576,High Rise,7.34
3577,The King's Abbey,6.91
3578,Crusader Kings,6.93
3579,Bison: Thunder on the Prairie,6.30
3580,Lines of Action,7.09
3581,Article 27: The UN Security Council Game,6.50
3582,Windward,7.27
3583,Corporate America,7.26
3584,Arena: For the Gods!,6.50
3585,Ninety-Nine,7.17
3586,Fortuna,6.49
3587,Senators,6.94
3588,Quiddler,6.09
3589,"Last Blitzkrieg: Wacht am Rhein, The Battle of the Bulge",8.73
3590,Zombie in My Pocket,6.31
3591,The Lord of the Rings: The Two Towers Deck-Building Game,6.87
3592,Richard the Lionheart,6.99
3593,Escape from 100 Million B.C.,6.87
3594,Rock the Beat,6.31
3595,Christmas Tree,7.21
3596,Sheepland,6.54
3597,Amazonas,6.33
3598,Graenaland,6.71
3599,Biosphere,7.41
3600,Equinox,7.01
3601,Rustling Leaves,6.99
3602,Titans,7.71
3603,Darwin's Choice,7.53
3604,Dungeoneer: Tomb of the Lich Lord,6.10
3605,La Bataille des Quatre Bras,7.96
3606,Bomb Squad,6.46
3607,Roads to Gettysburg II: Lee Strikes North,8.84
3608,Okko: Era of the Asagiri,6.70
3609,Sentinel Tactics: The Flame of Freedom,6.63
3610,Friese's Landlord,6.48
3611,Tiny Epic Dungeons,7.95
3612,Arkham Horror: Final Hour,6.55
3613,Cowboy Bebop: Space Serenade,7.57
3614,The Whatnot Cabinet,7.39
3615,Igel Ärgern,6.40
3616,"A Victory Denied: Crisis at Smolensk, July-September, 1941",7.34
3617,Axis & Allies Miniatures,6.52
3618,Commands & Colors Tricorne: The American Revolution,8.38
3619,Twin It!,6.84
3620,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",8.09
3621,Unspeakable Words,6.23
3622,Empires of the Void,6.71
3623,Starfighter,6.71
3624,Dust Tactics: Revised Core Set,7.33
3625,Hart an der Grenze,6.45
3626,"All Bridges Burning: Red Revolt and White Guard in Finland, 1917-1918",7.89
3627,Homeworlds,7.60
3628,"Soviet Dawn: The Russian Civil War, 1918-1921",7.10
3629,Lascaux,6.35
3630,Gin Rummy,6.31
3631,Next War: Korea,8.14
3632,Granada,6.96
3633,Stellar Conflict,6.46
3634,Elk Fest,6.15
3635,Secrets of the Lost Tomb,7.33
3636,Bubblee Pop,6.35
3637,Attribute,6.38
3638,Townsfolk Tussle,7.93
3639,Triumph of Chaos,7.58
3640,Infinite City,6.19
3641,1776: The Game of the American Revolutionary War,6.52
3642,Captains of the Gulf,6.98
3643,Endless Winter: Paleoamericans,7.86
3644,Battle For Souls,6.88
3645,Martians: A Story of Civilization,6.53
3646,Inuit: The Snow Folk,6.89
3647,Franchise,6.96
3648,Roads to Gettysburg,7.74
3649,Terrible Swift Sword: Battle of Gettysburg Game,7.47
3650,Hex,6.72
3651,"DAK2: The Campaign in North Africa, 1940-1942",8.32
3652,Barbarossa,6.83
3653,Elements,6.79
3654,Tyros,6.45
3655,Bastogne: Screaming Eagles Under Siege 18-27 Dec' 44,7.39
3656,Combo Fighter,7.11
3657,Krazy Wordz,7.20
3658,Junk Orbit,6.96
3659,Kaosball: The Fantasy Sport of Total Domination,6.60
3660,Tahuantinsuyu,7.18
3661,Versailles,6.51
3662,Cartagena,6.67
3663,Tin Goose,6.95
3664,Batman: The Animated Series – Gotham City Under Siege,7.15
3665,Uruk: Wiege der Zivilisation,6.70
3666,Nanga Parbat,6.89
3667,The Agents,6.26
3668,Successors (First/Second Edition),7.04
3669,Pangea,7.03
3670,Aeroplanes: Aviation Ascendant,6.57
3671,Big Points,6.46
3672,Candamir: The First Settlers,6.18
3673,300: Earth & Water,7.69
3674,Enemy Coast Ahead: The Doolittle Raid,8.00
3675,WarCraft: The Board Game,6.12
3676,Cthulhu Fluxx,6.10
3677,"Smash Up: Oops, You Did It Again",7.48
3678,I Go!,6.40
3679,D-Day at Peleliu,8.26
3680,"Fort Sumter: The Secession Crisis, 1860-61",6.59
3681,Reworld,6.69
3682,Disney: The Haunted Mansion – Call of the Spirits Game,7.26
3683,Province,6.29
3684,Ristorante Italia,6.80
3685,Die Kutschfahrt zur Teufelsburg,6.57
3686,Dark Ages: Heritage of Charlemagne,7.90
3687,Under the Lily Banners,7.69
3688,Gloria Picktoria,6.35
3689,Ilôs,6.78
3690,Mutabo,7.58
3691,Ground Floor (Second Edition),7.41
3692,Wildlife Adventure,6.80
3693,MegaCity: Oceania,6.87
3694,Judge Dredd: Helter Skelter,7.43
3695,Black Vienna,7.01
3696,Stonewall in the Valley,7.73
3697,Race to the New Found Land,6.85
3698,Huns,6.79
3699,Dungeoneer: Vault of the Fiends,6.31
3700,Periodic: A Game of The Elements,6.81
3701,Lost Valley: The Yukon Goldrush 1896,6.75
3702,Brook City,7.38
3703,Midway,6.61
3704,Explorers,7.25
3705,L.A.M.A. Party Edition,7.03
3706,The One Hundred Torii,7.24
3707,Igloo Pop,6.26
3708,TTMC: Tu te mets combien ?,7.25
3709,Unlock!: Escape Adventures – Fifth Avenue,6.79
3710,Warhammer: The Game of Fantasy Battles (8th Edition),7.40
3711,Brawl,6.36
3712,Men of Iron,6.87
3713,Snowblind: Race for the Pole,6.83
3714,Reiner Knizia's Decathlon,6.29
3715,Jurassic Snack,6.77
3716,The Stars Are Right,6.29
3717,A Game of Thrones Collectible Card Game,6.85
3718,Too Many Cooks,6.34
3719,Do De Li Do,6.57
3720,Pocket Landship,7.18
3721,Yōkai,6.79
3722,Rory's Story Cubes: Actions,6.41
3723,Unlock!: Exotic Adventures – Scheherazade's Last Tale,6.59
3724,My Farm Shop,7.10
3725,Mhing,6.68
3726,Fealty,6.66
3727,The Few and Cursed,7.22
3728,Smile,6.64
3729,Wing Leader: Supremacy 1943-1945,8.17
3730,30 Seconds,6.68
3731,Vs System 2PCG: The Marvel Battles,6.96
3732,Australian Rails,6.96
3733,UGO!,6.59
3734,Temporum,6.37
3735,Empires of the Middle Ages,7.16
3736,Brikks,6.37
3737,The Last Hundred Yards,8.12
3738,Fleet Wharfside,6.90
3739,Yinzi,7.55
3740,Tiny Epic Galaxies BLAST OFF!,7.51
3741,Pocket Battles: Elves vs. Orcs,6.52
3742,EXIT: Das Spiel – Die Känguru-Eskapaden,7.02
3743,Dark Domains,7.57
3744,Grant Takes Command,7.97
3745,In Magnificent Style: Pickett's Charge at Gettysburg,7.53
3746,Quartermaster General: The Cold War,7.33
3747,Sumeria,6.57
3748,Allegiance: A Realm Divided,7.99
3749,King's Breakfast,6.18
3750,"Men of Iron Battles Tri-pack: Men of Iron, Infidel, Blood & Roses",8.38
3751,Carthago: Merchants & Guilds,6.83
3752,La Viña,7.04
3753,Abandon Ship,6.34
3754,Sultaniya,6.52
3755,Exoplanets,6.57
3756,Siam,6.64
3757,Rage,6.17
3758,Ruthless,7.15
3759,Munchkin Booty,6.22
3760,Haleakala,6.63
3761,Shifty Eyed Spies,6.79
3762,Caribbean,6.19
3763,Gambit 7,6.73
3764,Martian Rails,7.22
3765,Orient Express,6.67
3766,"Warhammer 40,000: Heroes of Black Reach",8.09
3767,Nicht die Bohne!,6.33
3768,Grand Prix,7.21
3769,Hell's Highway: Operation Market Garden,7.36
3770,Betrayal at Mystery Mansion,6.77
3771,Copenhagen: Roll & Write,6.69
3772,Statis Pro Baseball,7.17
3773,A Column of Fire,6.53
3774,Gravity Superstar,6.75
3775,Vampire Empire,6.68
3776,California,6.22
3777,Twilight Imperium: Second Edition,6.90
3778,The Extraordinary Adventures of Baron Munchausen,7.28
3779,Cosmic Run,7.10
3780,Pow Wow,6.62
3781,Master Thieves,6.54
3782,Florenza: The Card Game,6.78
3783,Imperium: Empires in Conflict – Worlds in the Balance,6.88
3784,Assault on Hoth: The Empire Strikes Back,6.96
3785,Big Shot,6.67
3786,Okey Dokey,6.49
3787,Cardcassonne,6.29
3788,AT-43 Initiation Set: Operation Damocles,6.98
3789,1824: Austrian-Hungarian Railway (Second Edition),8.08
3790,Fairy Tile,6.36
3791,Champions of Hara,7.35
3792,Bugs in the Kitchen,6.12
3793,Flowerpower,6.56
3794,Mow,6.21
3795,SEAL Team Flix,7.26
3796,Patton's Best,6.68
3797,B-Sieged: Sons of the Abyss,6.57
3798,Reluctant Enemies: Operation Exporter,7.95
3799,Grog Island,6.58
3800,Biblios Dice,6.79
3801,Road Kill Rally,6.40
3802,Anno Domini: Erfindungen,6.73
3803,Antidote,6.30
3804,Lunar Rails,6.89
3805,Petits Meurtres & Faits Divers,6.97
3806,Totaler Krieg!,7.44
3807,Lock 'n Load: Forgotten Heroes – Vietnam,7.43
3808,Brew Crafters: Travel Card Game,6.31
3809,"Freedom in the Galaxy: The Star Rebellions, 5764 AD",6.72
3810,A Touch of Evil: Dark Gothic,6.94
3811,Dice Throne: Season One ReRolled – Treant v. Ninja,8.01
3812,Jagged Alliance: The Board Game,8.25
3813,Enigma,6.42
3814,Guilds of Cadwallon,6.49
3815,Animal Kingdoms,7.28
3816,Mindbug,8.08
3817,Lizard Wizard,7.39
3818,Penny Arcade: The Game – Gamers vs. Evil,6.49
3819,Push It,7.11
3820,Fool's Gold,6.92
3821,Arcana,6.12
3822,One Key,6.55
3823,500,6.97
3824,CVlizations,6.33
3825,Dungeon Run,6.23
3826,Fine Sand,6.70
3827,1861/1867 Railways of Russia/Canada,7.90
3828,Zombie Fluxx,5.99
3829,Tapple,6.37
3830,Ghostbusters: The Board Game,6.45
3831,Kaigan,6.94
3832,World of Warcraft: The Adventure Game,6.16
3833,Sherlock: Death on the 4th of July,6.49
3834,Gorus Maximus,6.52
3835,Dead Man's Doubloons,6.67
3836,Lagoon: Land of Druids,6.25
3837,Guildhall Fantasy: Alliance,7.16
3838,Anno 1503,6.24
3839,Lions of Lydia,7.13
3840,Trial by Trolley,6.24
3841,Across 5 Aprils,6.99
3842,Outside the Scope of BGG,6.72
3843,The Court of Miracles,7.07
3844,Arkwright: The Card Game,7.31
3845,Katamino,6.43
3846,Shinkansen: Zero Kei,7.36
3847,Jäger und Späher,6.81
3848,10' to Kill,6.25
3849,Half-Pint Heroes,6.69
3850,Okanagan: Valley of the Lakes,6.75
3851,Nuclear Proliferation,6.55
3852,Super Fantasy: Ugly Snouts Assault,6.79
3853,Kalah,5.94
3854,Intrepid,7.41
3855,The Magnates: A Game of Power,6.71
3856,The Lamps Are Going Out,7.70
3857,Chronology,6.47
3858,Quetzal,6.81
3859,Paris: New Eden,6.81
3860,Bughouse Chess,7.38
3861,Spike,6.69
3862,Warhammer Age of Sigmar: Champions Trading Card Game,7.46
3863,World At War 85: Storming the Gap,8.83
3864,Alchemist,6.20
3865,SUPERHOT: The Card Game,6.35
3866,The Omega Virus,6.41
3867,Monarch,6.76
3868,Wizard,7.33
3869,Lovelace & Babbage,6.78
3870,Pecking Order,6.41
3871,Legends Untold: Weeping Caves Novice Set,7.36
3872,Extraordinary Adventures: Pirates,6.74
3873,Peloponnesian War,7.60
3874,Mini Rogue: A 9-Card Print-and-Play Game,7.14
3875,Captive,6.84
3876,Starving Artists,6.81
3877,World of Warcraft Miniatures Game,6.64
3878,Tetrarchia,7.86
3879,2038: Tycoons of the Asteroid Belt,7.09
3880,Corrosion,7.19
3881,The Longest Day,7.22
3882,Monikers: Something Something,8.09
3883,Dice Throne: Season One ReRolled – Barbarian v. Moon Elf,7.86
3884,Mutants,7.37
3885,Armadöra,6.33
3886,Feudality,6.49
3887,Da Vinci Code,6.10
3888,Artus,6.30
3889,Mage Knight Dungeons,6.68
3890,Animal Upon Animal: Balancing Bridge,7.01
3891,Elevenses,6.24
3892,Sixth Fleet: Modern Naval Combat in the Mediterranean,6.96
3893,Day & Night,6.60
3894,Master Word,6.99
3895,Quick Cups,6.24
3896,Catan: Ancient Egypt,7.28
3897,Sobek: 2 Players,7.20
3898,Unanimo,7.00
3899,Dien Bien Phu: The Final Gamble,8.61
3900,Smarty Party!,6.58
3901,In the Name of Odin,6.66
3902,King of the Elves,6.21
3903,7th Fleet: Modern Naval Combat in the Far East,7.23
3904,La Strada,6.18
3905,Rick and Morty: Total Rickall Card Game,6.18
3906,Clinic,7.13
3907,Doge,6.50
3908,Loco Motive,6.47
3909,Sonar Family,6.91
3910,Michael Strogoff,6.78
3911,Among Nobles,6.73
3912,Batman Fluxx,6.32
3913,Dragonrealm,7.07
3914,The Settlers of Zarahemla,6.84
3915,The Wizard Always Wins,6.69
3916,Träxx,6.59
3917,The Princess Bride Adventure Book Game,6.91
3918,Zero Down,6.46
3919,Polynesia,6.97
3920,Resident Evil Deck Building Game: Alliance,6.89
3921,Samarkand,6.42
3922,Europe in Turmoil: Prelude to the Great War,8.11
3923,Gipsy King,6.54
3924,Star Wars: Star Warriors,6.90
3925,1844: Schweiz,8.35
3926,The Witches: A Discworld Game,6.16
3927,Sequoia,6.74
3928,1853,6.83
3929,Chartae,6.59
3930,Baltic Gap: Summer 1944,7.97
3931,Lupus in Tabula,6.47
3932,Rod Hockey,7.27
3933,God of War: The Card Game,6.75
3934,Chronicles of Avel,8.30
3935,Saratoga,7.15
3936,Gnomopolis,7.38
3937,Calavera,6.82
3938,Voodoo,6.33
3939,Shadowfist,7.11
3940,Fallout: Wasteland Warfare,7.88
3941,"Battles of the American Revolution Tri-pack: Guilford, Saratoga, Brandywine",8.06
3942,Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad,6.78
3943,The Lord of the Rings: Strategy Battle Game,7.32
3944,Guns & Steel,6.33
3945,Machina Arcana,7.49
3946,Sapiens,6.35
3947,Burke's Gambit,6.74
3948,No Retreat!: The North African Front,7.35
3949,Shadows of Malice,7.24
3950,Locomotive Werks,6.79
3951,BANG! The Duel,6.40
3952,Sitting Ducks Gallery,6.13
3953,IOTA,6.17
3954,Lock 'n Load Tactical: Day of Heroes,7.68
3955,Trade on the Tigris,7.16
3956,Let's Catch the Lion!,6.72
3957,Rat Hot,6.29
3958,Start Player,6.34
3959,Fief,7.26
3960,Crossfire,6.47
3961,Bloc by Bloc: The Insurrection Game,7.36
3962,Quarriors! Light vs. Dark,6.82
3963,The Cost,7.30
3964,Anzio,6.73
3965,Zooloretto Junior,6.70
3966,Arkham Noir: Case #2 – Called Forth By Thunder,7.15
3967,Slapshot,6.32
3968,Hegemonic,6.75
3969,The Ares Project,6.56
3970,"Going, Going, GONE!",6.17
3971,In Front of the Elevators,7.06
3972,Cosmic Eidex,6.90
3973,MIL (1049),6.58
3974,Floor Plan,6.65
3975,Wizard: Jubiläumsedition,7.70
3976,Desolate,7.39
3977,Suspend,6.27
3978,Strife: Legacy of the Eternals,6.77
3979,Homebrewers,7.21
3980,Holi: Festival of Colors,6.96
3981,Unforgiven: The Lincoln Assassination Trial,7.79
3982,VOLT: Robot Battle Arena,6.98
3983,Boss Monster: Rise of the Minibosses,6.96
3984,Mosaix,6.55
3985,Zombie State: Diplomacy of the Dead,6.47
3986,Blockbuster,6.62
3987,The Duke: Lord's Legacy,7.90
3988,1920 Wall Street,6.75
3989,Sundae Split,6.75
3990,Twilight Imperium,6.63
3991,Key Market (Second Edition),7.43
3992,Go Away Monster!,6.45
3993,Castles of Caladale,6.40
3994,Age of Discovery,6.36
3995,Mini Kubb,7.29
3996,Focus,6.46
3997,Pyramid Poker,6.47
3998,Orchard,6.35
3999,Pandoria,6.70
4000,Tanz der Hornochsen!,6.51
4001,Liberation,7.01
4002,Thunder at Cassino,7.03
4003,Western Empires,8.40
4004,Teenage Mutant Ninja Turtles Adventures: Change is Constant,8.36
4005,Cash-a-Catch,6.32
4006,Doctor Who Fluxx,6.86
4007,"But Wait, There's More!",6.71
4008,Giro Galoppo,6.67
4009,Masters of Venice,6.63
4010,Scape Goat,7.16
4011,KLASK 4,7.46
4012,Star Trek Deck Building Game: The Original Series,6.66
4013,Mamma Mia! Plus,6.93
4014,Monopoly Deal,6.32
4015,MonsDRAWsity,7.38
4016,1936: Guerra Civil,7.55
4017,Warhammer Age of Sigmar,6.70
4018,It's Alive!,6.26
4019,Complots,6.81
4020,SOS Dino,6.89
4021,Gardens,6.60
4022,Schrille Stille,6.47
4023,Championship Formula Racing,7.68
4024,iKNOW,6.36
4025,Loot Island,6.51
4026,Jäger und Sammler,6.67
4027,Sebastian Fitzek Safehouse,6.53
4028,Santorini,7.27
4029,Symphony No.9,6.98
4030,Braintopia,6.27
4031,Sneaks & Snitches,6.30
4032,Shifting Stones,6.83
4033,Le Passe-Trappe,6.68
4034,Peloponnes Card Game,6.73
4035,Black Box,6.38
4036,Big Monster,7.23
4037,Q.E.,7.35
4038,Monster Chase,6.32
4039,Russian Rails,6.96
4040,Der schwarze Pirat,6.52
4041,Alice's Garden,7.33
4042,Castle,6.10
4043,Pax Baltica,7.31
4044,Sheepy Time,7.36
4045,Munchkin Legends,6.41
4046,Western Town,7.05
4047,Guildhall Fantasy: Coalition,7.14
4048,Origins:  How We Became Human,6.74
4049,Enemy Coast Ahead: The Dambuster Raid,7.75
4050,No Peace Without Spain!: The War of the Spanish Succession 1702-1713,7.67
4051,Ziegen Kriegen,6.17
4052,Ratland,6.99
4053,"...and then, we held hands.",6.05
4054,Crossbows and Catapults,6.60
4055,Martinique,6.25
4056,Venture,6.46
4057,Austerlitz 1805: Rising Eagles,8.49
4058,"The Greatest Day: Sword, Juno, and Gold Beaches",8.68
4059,Funkenschlag: EnBW,8.27
4060,Rondo,6.56
4061,Time's Up! Édition purple,7.21
4062,Big Boss,7.11
4063,Living Planet,7.25
4064,Tiny Ninjas,7.53
4065,Azul: Queen's Garden,7.65
4066,Portal: The Uncooperative Cake Acquisition Game,6.24
4067,Bitter Woods (Fourth Edition),7.66
4068,In Too Deep,7.77
4069,Die Säulen von Venedig,6.59
4070,"Warhammer 40,000: Rogue Trader",6.84
4071,Hotel Samoa,6.24
4072,Panic Lab,6.11
4073,Spectaculum,6.45
4074,Venetia,7.00
4075,The Order of Vampire Hunters,7.49
4076,What's My Word?,7.12
4077,The Mole in the Hole,6.30
4078,Revolver 2: Last Stand at Malpaso,6.96
4079,Panic Station,6.00
4080,Wings of War: WW2 Deluxe set,7.26
4081,Cover Your Assets,6.36
4082,BONK,6.60
4083,10 Days in the Americas,6.65
4084,Dawn Under,6.35
4085,Gustav Adolf the Great: With God and Victorious Arms,7.77
4086,Dragonmaster,6.65
4087,TAGS,6.54
4088,Upon a Salty Ocean,6.49
4089,Saints in Armor,8.00
4090,"A Most Dangerous Time: Japan in Chaos, 1570-1584",7.37
4091,Pony Express,6.47
4092,Under the Shadow of the Dragon,6.51
4093,Guards of Atlantis: Tabletop MOBA,7.33
4094,Incursion,7.59
4095,Chicken Caesar,6.67
4096,Utopia,6.31
4097,Matryoshka,6.60
4098,One Night Revolution,6.11
4099,Coney Island,6.41
4100,Wizard's Quest,6.19
4101,The Red Dragon Inn 6: Villains,7.96
4102,Stonewall's Last Battle: The Chancellorsville Campaign,7.54
4103,Pizza Box Football,6.27
4104,Crash Octopus,7.26
4105,The Lord of the Rings: The Return of the King Deck-Building Game,7.00
4106,Dwar7s Fall,6.57
4107,Frogriders,6.53
4108,18Ireland,7.69
4109,How to Rob a Bank,6.45
4110,Farlight,6.85
4111,Mole Rats in Space,6.99
4112,Catan Histories: Merchants of Europe,6.65
4113,Pick & Pack,6.45
4114,Paydirt,6.97
4115,Fuji Koro,7.00
4116,Forged in Steel,7.32
4117,Bolide,6.51
4118,Hellenica: Story of Greece,7.93
4119,Pick-a-Dog,6.15
4120,Dinner in Paris,7.28
4121,Carthage: The First Punic War,7.41
4122,Paris Paris,6.19
4123,Sellswords,6.55
4124,SHASN,7.72
4125,Exit: The Game + Puzzle – The Deserted Lighthouse,7.01
4126,That Time You Killed Me,7.94
4127,Rumis+,6.94
4128,Frederick the Great: The Campaigns of The Soldier King 1756-1759,6.95
4129,WINK,6.61
4130,Undermining,6.41
4131,Dungeonology: The Expedition,6.90
4132,Feudalia,7.11
4133,Strat-O-Matic Pro Football,7.24
4134,London's Burning,6.88
4135,JamSumo,7.34
4136,Catan Histories: Rise of the Inkas,7.23
4137,This Accursed Civil War,7.58
4138,TOKYO TSUKIJI MARKET,7.44
4139,Hornet Leader,7.41
4140,Perplexus,6.98
4141,Déjà Vu,6.58
4142,Succulent,7.02
4143,Three-Dragon Ante: Emperor's Gambit,6.67
4144,Hapsburg Eclipse,7.25
4145,Control,6.52
4146,Mapmaker: The Gerrymandering Game,6.77
4147,Eila and Something Shiny,8.26
4148,Buck Rogers: Battle for the 25th Century Game,6.48
4149,Stellar Horizons,8.02
4150,King's Road,6.61
4151,Risk Express,6.26
4152,Space Marine,6.81
4153,Caravan,6.68
4154,Auf Teufel komm raus,6.81
4155,Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons,6.87
4156,Infidel,7.46
4157,Squire for Hire,6.83
4158,The Quiet Year,7.73
4159,Vienna,6.51
4160,Red Alert: Space Fleet Warfare,7.88
4161,Cosmic Run: Regeneration,7.42
4162,Eselsbrücke,6.98
4163,BattleTech CCG,6.48
4164,ShipShape,6.87
4165,Attack on Titan: The Last Stand,6.64
4166,Tramways Engineer's Workbook,7.34
4167,Salmon Run,6.53
4168,The Gardens of the Alhambra,6.16
4169,Blood Royale,6.55
4170,The Towers of Arkhanos,6.82
4171,Tanto Cuore: Oktoberfest,7.35
4172,HMS Dolores,6.16
4173,Icehouse,6.64
4174,Kings of War,7.85
4175,Fast Forward: FEAR,6.12
4176,The Last Spike,6.75
4177,New York,6.66
4178,Warpgate,7.45
4179,Star Trek Deck Building Game: The Next Generation – Next Phase,6.70
4180,Alhambra: The Dice Game,6.20
4181,Draconis Invasion,7.24
4182,Würfel Bingo,6.35
4183,Seeders from Sereis: Exodus,7.70
4184,Dr. Jekyll & Mr. Hyde,6.76
4185,The Game of Things,6.08
4186,Sword & Sorcery: Ancient Chronicles,8.64
4187,Untold: Adventures Await,7.02
4188,Sailing Toward Osiris,6.81
4189,The Cards of Cthulhu,6.80
4190,The Russian Campaign (Fourth and Fifth editions),7.66
4191,Airship City,7.10
4192,NATO: The Next War in Europe,6.71
4193,The Grand Trunk Journey,7.69
4194,Kaivai,6.89
4195,"D6: Dungeons, Dudes, Dames, Danger, Dice and Dragons!",7.75
4196,Sovereign Skies,7.24
4197,Vye: The Card Game of Capture and Control,6.73
4198,Runebound,6.20
4199,The Legend of Korra: Pro-Bending Arena,7.53
4200,Rumble in the Dungeon,6.34
4201,Fallen Land: A Post Apocalyptic Board Game,8.20
4202,Pirates of the Spanish Main,6.08
4203,Natives,6.82
4204,Funkoverse Strategy Game: DC Comics 101,7.17
4205,Space Beans,6.08
