rank,nome,avaliacao
14081,Night Eternal: The Game,6.04
14082,Sunflower Valley: A Tile-Laying Game,6.88
14083,"Dawn of Empire: The Spanish American Naval War in the Atlantic, 1898",6.73
14084,Fuzzy Tiger,6.12
14085,"Lord of the Chords: The Geekiest, Punniest Music Theory Card Game",6.64
14086,Secret Moon,5.71
14087,Revelations,6.73
14088,Champs de Bataille III: D'Alexandre à Hannibal,6.59
14089,European Union: The Board Game,6.68
14090,Candle Quest,6.89
14091,News@11,6.24
14092,Robit Riddle: Storybook Adventures,6.29
14093,Agents: Sword and Shield,7.08
14094,Mein Schatz,6.24
14095,Mint Condition,5.97
14096,Zampa La Granja,6.45
14097,[microfilms],5.91
14098,Private Die,6.56
14099,"Bye, Felicia!",6.53
14100,Kimbo,6.21
14101,Konane,6.13
14102,Dragon Slayer,5.59
14103,Fences,6.53
14104,Beim Jupiter: Göttliche Sticheleien,6.10
14105,"The First Afghan War, 1839-42",6.47
14106,Relic Knights: Darkspace Calamity,6.37
14107,Monty's D-Day,6.25
14108,The Awful Orphanage,6.23
14109,Zombie Tsunami,5.87
14110,Storm of Steel,6.30
14111,Wicketz,6.36
14112,Famous Divisions: Grossdeutschland Panzer,6.80
14113,Dvorak,6.80
14114,3 Laws of Robotics,6.13
14115,Templars' Journey,6.05
14116,The High Kings of Tara,6.29
14117,Back to the Future: An Adventure Through Time,5.78
14118,Meatgrinder: Battle for  Xuân Lộc 1975,6.78
14119,Phalanx: Tactical Warfare 500-100 BC,6.37
14120,Greenrock Village: Tatort – Hotel,6.23
14121,4 Seasons,6.41
14122,Black Swan,6.25
14123,Särge schubsen,5.93
14124,More Bloody Nights,6.48
14125,Sergeants: On the Eastern Front,6.15
14126,Stratego Tournament,6.29
14127,"Road to Richmond: The Peninsular Campaign, May-July, 1862",6.05
14128,Hexcalibur,6.74
14129,Planet Rush,6.83
14130,Haunted Mansion Game,6.84
14131,Pickpocket,5.97
14132,Castle Assault,6.38
14133,Tropico,6.29
14134,Storage Wars: The Game,5.90
14135,Mukden: Sino-Soviet Combat in the '70's,6.52
14136,Priceless,5.96
14137,Alsace 1944,6.94
14138,Spin Monkeys,5.83
14139,Παλέρμο: Το Μεγάλο Ξεκαθάρισμα,6.80
14140,Borodino '41,6.24
14141,R-Eco Recycle,6.12
14142,Terakh: A Creative Strategy Game,5.89
14143,Soqquadro,5.99
14144,sQuizz,6.35
14145,Stormy Seas,6.71
14146,Dice Bazaar,6.23
14147,The New Yorker: Cartoon Caption Game,6.13
14148,The Kingdoms of Crusaders,5.94
14149,Wonky: The Unstable Adult Party Game,6.76
14150,Stramash,6.81
14151,Port Gdańsk,7.05
14152,SłowoStwory,6.07
14153,Ascension Tactics: Miniatures Deckbuilding Game,8.36
14154,Brewhouse Bash,6.26
14155,Victory at Sea,7.11
14156,Ancient Artifacts,6.09
14157,Earthquake,5.76
14158,Zwerg Riese,6.64
14159,Dragon Ball Super: Universe Survival,6.49
14160,Moo's Code,6.54
14161,Esagek,6.49
14162,Les Guerres de Bourgogne 1474-1477,7.12
14163,Hatalom Kártyái Kártyajáték,7.23
14164,15,5.88
14165,Saga,5.84
14166,The Lords of Underearth,6.17
14167,Solferino 1859,6.94
14168,Apples to Apples to Go,5.70
14169,Vege Tables,6.83
14170,Pit Crew,7.10
14171,Dragonhunt,5.76
14172,I Signori dei Draghi,6.81
14173,Cucina Curiosa,6.57
14174,Rush Out!,6.32
14175,Fortress Sevastopol,8.18
14176,Dungeon Duel,7.21
14177,Robots!,6.21
14178,Unicorn Glitterluck: A Party for Rosalie,6.10
14179,Careta,7.25
14180,Gangs of Britannia,7.01
14181,"Cauldron: Battle of Gazala, May 1942",6.40
14182,SS Amerika,6.27
14183,Cats,6.13
14184,Secrets of the Third Reich,8.44
14185,Foto Fish,6.49
14186,Fornovo 1495,7.15
14187,Lex in Lemniscate,6.46
14188,Espresso Doppio,6.55
14189,Normandy: The Invasion of Europe 1944,6.00
14190,The Battle of Red Cliffs,5.93
14191,Shapeshifters,6.08
14192,Fenix,6.85
14193,Top Banana,6.09
14194,What's That on My Head?,6.46
14195,Malacca,6.06
14196,Guerra en el Pacífico,7.16
14197,Knight Moves,6.45
14198,Fire,6.04
14199,Okey,6.41
14200,Candy Crush DUEL,6.59
14201,Kathai,5.75
14202,Scan,6.17
14203,Combat Arena,6.98
14204,Hatflings!,6.57
14205,Zombies vs Cheerleaders,5.94
14206,Sign,6.28
14207,Shindig Machine,6.85
14208,Buck: Legacy (2nd Edition),7.73
14209,Haunted Castle,5.83
14210,"Stratego: The Chronicles of Narnia – The Lion, The Witch, and The Wardrobe",5.89
14211,Knitting: The Card Game,7.37
14212,Wiedeń 1683,6.20
14213,duck! duck! SAFARI!,5.98
14214,Mopsen,6.05
14215,Kleiner Fuchs Tierarzt,6.20
14216,Ubongo! Fun-Size Edition,6.29
14217,Sauron,5.78
14218,Brutus,6.77
14219,Assaultous,6.76
14220,Treasure Fleet,6.07
14221,Monster City Planners,6.25
14222,Top Hats And Treachery,6.78
14223,Les morts aux trousses,6.25
14224,Ricochet Poker,6.77
14225,H.I.D.E.: Hidden Identity Dice Espionage,5.78
14226,The Smog Riders: Dimensions of Madness,6.84
14227,Number Rumba!,6.91
14228,Think 'n Sync: The Great Minds Think Alike Game,6.19
14229,Hawken: Real-Time Card Game – Sharpshooter vs. Bruiser,6.33
14230,Hull Breach!,7.77
14231,Plateau X,5.89
14232,Dragon Teeth Washer,5.79
14233,Cinephile,6.86
14234,S.F.3.D. Original,7.13
14235,Karak Goblin,6.84
14236,Assault on the Marmot King,7.98
14237,Katapult,6.66
14238,Game of Thrones: The Trivia Game,5.92
14239,Borders of Kanta,7.88
14240,Tile Rummy,6.87
14241,Sword & Shield,6.40
14242,Knock Out,5.93
14243,Plext,6.21
14244,Serica: Plains of Dust,6.65
14245,Ronda Magica,6.56
14246,Chroma Cubes,6.81
14247,Scoundrel,6.83
14248,Dragon's Ransom,5.98
14249,New Orleans Big Band,5.81
14250,Bodyguard Overlord,6.71
14251,Red Army: The Destruction of Army Group Center,6.17
14252,Kenta,6.42
14253,Alpen Express,6.36
14254,Cedar Mountain 1862,7.50
14255,Conan the Cimmerian: The Tower of the Elephant,6.70
14256,Trivial Pursuit: Star Wars – The Black Series Edition,6.22
14257,Hus,6.37
14258,Ardennes 1944,6.91
14259,Gangster Dice,7.20
14260,Dwarfest,6.09
14261,Kitty Cataclysm,6.59
14262,Scene It? Harry Potter: The Complete Cinematic Journey,6.46
14263,Age of Chivalry,6.18
14264,Space Worm,6.52
14265,EXO: Mankind Reborn,6.36
14266,Ludoviel,5.94
14267,Murder on the Cosmic Express,6.21
14268,Marvel Battleworld,6.56
14269,Avanti mare!,5.78
14270,Medieval Battle,6.78
14271,Nuts!,5.62
14272,Dark Age,7.58
14273,Super Camelot,6.34
14274,Hasp,6.53
14275,Borkowo 1806,6.74
14276,Samurai Sunset,6.44
14277,Electronic Guesstures,6.11
14278,Test of Arms,6.11
14279,Quartile,6.90
14280,Qwitch,5.67
14281,Hong,6.10
14282,Geek Out! Disney,7.20
14283,Picture Picture,5.83
14284,Mow Money,5.82
14285,Spell Saga,7.16
14286,Dictionary Dabble,6.40
14287,Fry Thief,7.11
14288,4Mation,6.62
14289,Armonia,6.08
14290,Hull Breach: Loyalty & Vigilance,7.47
14291,Helios Expanse,6.73
14292,Brain Connect,6.43
14293,"Warsaw Rising: Revolt of the Polish Underground, 1944",6.26
14294,Napoleon,6.92
14295,Letter Roll,6.12
14296,Wild Life: The Card Game,8.72
14297,Bloodiest Day,6.79
14298,Wild Fun West,5.82
14299,Malhya: Lands of Legends,9.57
14300,Minden Playing Card Cricket,7.26
14301,Aether Captains: Triad,6.82
14302,The Princess and the Goblin,6.23
14303,Wave of Terror,6.05
14304,First Blood: The Guadalcanal Campaign,6.26
14305,Reis de Portugal,6.25
14306,Attacktix Battle Figure Game Marvel Superheroes,6.09
14307,"1918: Operation Michel, Germany's Last Chance in the West",6.34
14308,Hey Robot,7.70
14309,Crib Wars,5.99
14310,Stimmvieh,6.28
14311,Chainmail,6.03
14312,Spectrangle,5.74
14313,Klabberjass,6.70
14314,Blindes Huhn,5.92
14315,Origins of World War I,6.76
14316,Jungle Race,6.08
14317,Denain 1712,6.77
14318,Los Muertos No Hablan,6.41
14319,Altitude,6.44
14320,You Gotta Be Kitten Me!,5.83
14321,Death Show TV,6.52
14322,Football Leader,6.75
14323,My First Bananagrams,6.31
14324,Golem,6.78
14325,Connect 4x4,5.78
14326,Spellmaker,6.14
14327,Magos y Tabernas,7.12
14328,Verdun: A Generation Lost,6.83
14329,The Testimony of Jacob Hollow,5.71
14330,Xēko Mission: Madagascar,6.47
14331,Whist 22,6.19
14332,Look Away!,6.89
14333,Pass-Ackwords,6.25
14334,Mr House,5.91
14335,Bushwhackin' Varmints out of Sergio's Butte,5.93
14336,Game Election,6.44
14337,Mapominoes: Asia & Australasia,6.53
14338,Finger Football,6.55
14339,SeaRovers,6.67
14340,Major Campaigns of General Douglas MacArthur,6.19
14341,Samurai Vassal,6.30
14342,Burdigala,6.03
14343,Bergnein,6.63
14344,Tunisia 43,6.93
14345,"Tamburlaine the Great: The Battle of Angorra, 1402",6.68
14346,Rapscallion,6.02
14347,"Por favor, não corte minha cabeça!",6.30
14348,Battlegame Book 5: Fighting Ships,6.76
14349,Scrabble Scramble,5.84
14350,Archduke,8.29
14351,Attila: Scourge O'God,6.78
14352,Cat'astrophes,6.06
14353,Word Bank,6.53
14354,Champs de Bataille II: La bataille de Kadesh,6.75
14355,CLUE: The Legend of Zelda,6.59
14356,Gizeh!,6.38
14357,1000 and One Treasures,6.27
14358,Automania: The Game of the Motor Giants,5.96
14359,Wir spielen Einkaufen,6.17
14360,We Come in Peace,6.34
14361,Dogs Alone,7.24
14362,The Cat Game,5.72
14363,Scotland Yard: Tokyo,6.38
14364,Oversiege,7.00
14365,Pirates 2 ed.: Governor's Daughter,6.15
14366,Wavre: The Lost Opportunity,6.36
14367,Handy,5.82
14368,Kalifiko,6.15
14369,Global War 1939,9.02
14370,Seapower & the State,6.61
14371,Taiwan Monsters Brawl,6.50
14372,Laserburn: Sci-Fi Combat Rules,6.85
14373,Stworze,5.88
14374,Noueni,6.40
14375,Sapotagem,6.24
14376,AmuseAmaze,5.80
14377,Wicked Apples,6.56
14378,Steam Court,7.09
14379,Nightmare Forest: Alien Invasion,6.62
14380,Mountains,5.89
14381,Come to Fishing Village!,6.10
14382,ZnajZnak,6.30
14383,Castle Builders,5.80
14384,RR,6.14
14385,Decision: Iraq,6.56
14386,D'raf,5.96
14387,Cadaver,6.13
14388,Dead Throne: World of Veles – Deluxe Edition,6.87
14389,Mouse Match,6.08
14390,Fast Food!,6.79
14391,Fish Stix,5.98
14392,"Bélisaire, la gloire de Byzance",6.74
14393,Black Ops: Tactical Espionage Wargaming,6.66
14394,Witch Slapped!,6.73
14395,In Tenebris Lux,6.85
14396,Guardians of Legends,6.26
14397,Takla,6.53
14398,Double Feature,5.89
14399,USN Deluxe,6.82
14400,Veracruz 1631,6.36
14401,Slush Fund 2,6.19
14402,Clue:  Limited Gift Edition,6.54
14403,Termity,6.02
14404,Rulebenders,6.29
14405,Truth Be Told,5.92
14406,Capt'n Clever,5.64
14407,221B Baker St.: Sherlock Holmes & the Time Machine,5.77
14408,Kaijudo,6.09
14409,"Dwarves: Dig, Delve, Die",6.13
14410,Im Märchenwald,5.81
14411,Villannex (2nd Edition + expansions),6.78
14412,"The Greek Civil War, 1947-49",6.57
14413,"First Battle of Britain: The Air War Over England, 1917-18",6.68
14414,Mieses Karma,5.90
14415,Stratego: Star Wars Saga Edition,6.10
14416,Stoner Fluxx,5.67
14417,Bantu,6.52
14418,Pig Pile,5.63
14419,Mein Königreich für ein Pferd,6.25
14420,"Breakout & Pursuit: The Battle for France, 1944",6.14
14421,Trollfjord,5.89
14422,Tricks & Deserts,6.53
14423,The Battle of the Little Big Horn,5.98
14424,Tokami,6.52
14425,Bizzarie,6.90
14426,Bauernschlau,5.78
14427,"War of the States: Gettysburg, 1863",6.03
14428,Scotland Rising,6.50
14429,Karty Dżentelmenów: Epizod Drugi,6.35
14430,Rory's Story Cubes: Looney Tunes,6.88
14431,Pirato Poker,6.86
14432,Trade Winds,6.96
14433,"War of the Pacific, Chile vs. Perú and Bolivia, 1879-1883",6.70
14434,Gear Krieg Wargame,6.69
14435,Personality,6.09
14436,Stadt Land Vollpfosten,5.98
14437,Color Stix,6.36
14438,Das letzte Paradies,5.75
14439,Trade,6.72
14440,Sifaka,6.23
14441,Monopoly: Indiana Jones,6.12
14442,UNDO: 600 Seconds,6.34
14443,Batman: Arkham City Escape,5.72
14444,Rushi,6.62
14445,To the Wolf's Lair!,6.72
14446,Clue II: Murder in Disguise VCR Mystery Game,6.09
14447,Star Wars: Attack of the Clones Card Game,5.84
14448,Drone Home,6.76
14449,Dino Detektive,6.26
14450,Exiled Legends,6.40
14451,Flix,6.28
14452,Operation Overlord: Normandy 1944,6.88
14453,Mice To Meet You,6.32
14454,Darter,6.66
14455,Spangles,6.53
14456,Magia Cum Laude,6.76
14457,Monopoly: Tropical Tycoon DVD Game,5.80
14458,5ive: King's Court,6.30
14459,"The Battle of Tours, 732 A.D.",6.57
14460,Menu Mash-Up,7.05
14461,Disney Eye Found It!: Hidden Picture Card Game,6.42
14462,Metropoli,6.18
14463,Erie Railroad,6.15
14464,Welcome to Sysifus Corp,8.50
14465,1001,6.62
14466,Scrappers,5.84
14467,Marooned! A solo game of survival,6.62
14468,Attacktix Battle Figure Game: Transformers,6.39
14469,Capture: A Medieval Wargame,6.71
14470,Undead,5.93
14471,The Pioneers Program,6.19
14472,Hisss,5.59
14473,Rubik's Illusion,6.01
14474,Shuffle Grand Prix,6.10
14475,Lodz 1914: First Blitzkrieg,7.08
14476,Amerika,7.42
14477,Crazy Fishing,6.64
14478,Crop Cycle,6.82
14479,Crète 1941: Opération Merkur,6.78
14480,Buzz It!,5.65
14481,Ironman Football,6.29
14482,Safe Breaker,5.93
14483,Arboria,6.21
14484,Poison,6.63
14485,Snug as a Bug in a Rug,6.26
14486,Baubylon,6.56
14487,Balk,6.76
14488,Panzer General: Russian Assault,5.98
14489,Barnyard Buddies,5.71
14490,Schnapp den Sack,5.96
14491,Pizzeria,6.31
14492,Guess Who? Extra,5.71
14493,Bellum,6.73
14494,Nowheresville: Bandit Paradise,6.39
14495,Titan Dice,6.14
14496,Spyfest,6.35
14497,Hungarian Tarokk,6.55
14498,Bug-Eyed Monsters,6.15
14499,Cauldron: Battle for Gazala,6.64
14500,Salvo II,6.36
14501,Timeline: Česko,6.83
14502,New World Colony,6.45
14503,The Fury of the Norsemen,5.97
14504,1000,6.49
14505,Quacksalbe,6.35
14506,Mekhane,7.15
14507,Emmerlaus Duel of Mages,6.13
14508,Color It!,6.23
14509,Yozu,6.64
14510,Wanted: Rich or Dead,6.23
14511,The Battle of Shiloh,6.31
14512,Scavengers,6.11
14513,Cartography,6.18
14514,Banque Fatale,5.94
14515,Manhattan TraffIQ,6.06
14516,Phoenix Command,6.50
14517,Poker Assault,6.11
14518,League of Hackers,6.31
14519,Block Out!,6.12
14520,Catch Phrase: Uncensored,6.52
14521,Total Soccer,6.67
14522,Dragoborne: Rise to Supremacy,7.18
14523,Belisarius: The Byzantine Empire Strikes,6.89
14524,Go Go Eskimo,6.12
14525,Trollland,5.98
14526,Marine: 2002 – A Game of the First Lunar War,6.14
14527,DC HeroClix: Batman (Alpha),6.26
14528,Te Kuiti,5.98
14529,Chickyboom,5.78
14530,Somethin' Fishy,5.71
14531,Ice Cream Combo,6.35
14532,RallyRas,6.39
14533,HeroCard Nightmare,5.95
14534,Make 'n' Break CHALLENGE,6.12
14535,Druids,7.12
14536,Sherlock Holmes: The Beginning,6.73
14537,Dim Sum Jam,6.64
14538,ZU Tiles: Hime Starter Set 1,7.68
14539,Classic Battletech RPG,6.75
14540,Rocroi 1643,6.80
14541,Samoa,6.47
14542,Little Cooperation,6.03
14543,Franco-Prussian War 40: August 1870 - March 1871,6.93
14544,Mafia Casino,6.53
14545,Mission Command Air,5.71
14546,Sabobatage,6.92
14547,Beggars and Thieves,6.15
14548,Cover Up,6.02
14549,Fantom Staré Prahy,6.11
14550,Gascony's Legacy,6.70
14551,Frenemy Pastry Party,6.16
14552,Tark Mees Taskus,5.98
14553,Lunch Money,5.63
14554,Nowhere to Go,5.84
14555,Composition,9.03
14556,Mastermind,5.57
14557,Dragondraft,6.66
14558,Clustered,6.72
14559,Choose One!,5.97
14560,Skallywaggs,5.79
14561,Blokus Dice Game,6.16
14562,Word Winder,6.25
14563,Thématik,6.11
14564,Operation Konrad,6.81
14565,Slang Teasers,6.59
14566,"Alésia, 52 Av. J.-C.: César contre Vercingétorix",6.73
14567,More Game of Quotes: Neue Verrückte Zitate,6.72
14568,Rubik's Flip,5.87
14569,National Lampoon's Christmas Vacation: Twinkling Lights Game,6.29
14570,Trivial Pursuit: Friends,5.95
14571,Minecraft Card Game?,5.67
14572,Expedition Sumatra: Dadu Dadu,6.59
14573,Encounters: Bravest Warriors,6.04
14574,Vault,7.06
14575,The Battle of Guilford Courthouse,6.17
14576,Blood of the Northmen,6.07
14577,Extinction: The Game Of Ecology,6.80
14578,Wampum,5.80
14579,Winston,5.84
14580,Elfengold,5.97
14581,Villains and Vigilantes Card Game,6.70
14582,1918: Imperial Germany's Last Chance,6.32
14583,Fire When Ready,6.51
14584,1066: End of the Dark Ages,6.22
14585,Scottish Highland Whisky Race,6.08
14586,Yukon Company,6.23
14587,Say Whaaat?!,6.75
14588,Storm Weavers,7.01
14589,Contrario 2,6.39
14590,Vikingatid,6.02
14591,Ballonrennen,5.88
14592,Coraxis & Co.,6.24
14593,Pixel,6.18
14594,UNO MOD,6.05
14595,Small Warehouse,6.50
14596,You're Fired!,6.45
14597,Croquet: A Cardboard Game,8.36
14598,Kensington,6.74
14599,Escape: Fighting for Freedom,7.77
14600,A Greek Tragedy: The Italian Invasion of Greece 1940-1941,6.23
14601,Chancellorsville (Second Edition),5.86
14602,In Extremis,6.41
14603,Oil War: Iran Strikes,6.54
14604,Goblin,6.53
14605,Escape the Nightmare,6.17
14606,Delve the Card Game,6.11
14607,I am a banana,6.54
14608,Dark Story,6.40
14609,Pan  T'es Mort,6.14
14610,King's Champion,6.54
14611,Starship Troopers: Prepare For Battle!,5.77
14612,Marvel Super Heroes Game,6.70
14613,Snappy Dressers,5.95
14614,O Último Grande Campeão,6.20
14615,Overturn,6.00
14616,Boom & Zoom (Second Edition),6.64
14617,Squire: The Collector of the Glorious Rarities,6.29
14618,Crossbows and Cannon II,6.24
14619,ROLLICK!  The Hysterical Game of Clues and Collaboration,6.61
14620,Geistesblitz,6.29
14621,Hammer's Slammers,6.04
14622,Inoka,5.94
14623,Earthborne Rangers,7.20
14624,Top Secret,6.20
14625,Comment j'ai adopté un gnou,6.16
14626,The Guns of Cedar Creek,7.02
14627,Space Bastards,5.76
14628,Im Bann der Pyramide,5.77
14629,Fantasy Rules! Fast Play Rules for Miniature Wargames in the Worlds of Fantasy,6.88
14630,Keltis Ór,6.03
14631,Little Battle,6.57
14632,Lancelot,6.10
14633,Rocca Town,6.54
14634,Cellulose: A Plant Cell Biology Game,6.78
14635,Brethren of the Coast,6.38
14636,Eschnapur,5.68
14637,Agora Barcelona,6.43
14638,Corona,6.38
14639,When Zombies Attack!,6.36
14640,Schatz der Kobolde,6.53
14641,Salta,6.60
14642,How to Host a Murder: Grapes of Frath,6.45
14643,Battle of the Bands,5.78
14644,Thieves,6.50
14645,Cinq-O,5.66
14646,Empyrean Hero: The Card Game,7.96
14647,PlingPong,6.35
14648,Rat-a-Tat Roll,6.43
14649,Penguinramids,7.24
14650,Champs de Bataille IV: Asie,6.56
14651,Trailhead,6.99
14652,Dizios,5.96
14653,The Cat,6.06
14654,Tacara,6.40
14655,Armageddon: Tactical Combat 3000 to 500 B.C.,6.12
14656,It Came to Pass,5.92
14657,Affenraffen,5.90
14658,Ringgz,5.74
14659,Monster Slayers of Slawia,7.22
14660,Finger Ball,6.12
14661,Obama Llama 2,6.43
14662,Stupiduel,6.02
14663,Panic in the Air,6.92
14664,Scrap Racer,6.31
14665,Captain Jack's Gold,6.01
14666,King Me!,6.05
14667,The Home Stretch,6.85
14668,Regista,6.40
14669,Manimals: Dinos 1,6.33
14670,Phantasy Realm,6.91
14671,Pyrga,6.94
14672,Kaleido,6.23
14673,Legends of Robin Hood,5.75
14674,New York Kings,6.28
14675,Flower Power,6.19
14676,The Arctic,6.50
14677,Rory's Story Cubes: Astro,6.80
14678,Likewise!,5.83
14679,Galactic Sabacc,6.20
14680,CINECITTA 1937 (チネチッタ1937),6.41
14681,Courtisans of Versailles,5.77
14682,Bloody Mohawk: The French and Indian War,7.08
14683,Blitzwar,7.39
14684,Organic Soup,6.23
14685,Disaster Looms!,5.84
14686,Jack the Ripper,7.01
14687,Dagger Thrusts,6.38
14688,Land Grab,6.12
14689,Hi Lo Flip,6.52
14690,Astoria,5.83
14691,Zaginione Dziedzictwo: Gwiezdne Ostrze,6.14
14692,First Bull Run: 150th Anniversary Edition,6.71
14693,MUNERA: Familia Gladiatoria,6.04
14694,Orchard: Memo Game,6.26
14695,Drop Site,6.16
14696,Time Line,6.51
14697,Win Place Show,6.49
14698,Scrabble Express,5.76
14699,.hack//ENEMY,6.03
14700,Saipan: Conquest of the Marianas,6.15
14701,La Bataille d'Orël Octobre 1919,6.65
14702,Kanban Menu,6.51
14703,Dungeons & Dragons: Dungeon Scrawlers – Heroes of Undermountain,6.85
14704,Copernico,7.32
14705,Doktor Schlüsselbart,6.02
14706,Oodles of Doodles,6.16
14707,Schatz-Rabatz,5.99
14708,Sawanna,6.06
14709,Operation: Maccabee,7.04
14710,Stonehenge and the Sun,6.77
14711,Golan: Syrian-Israeli Combat in the '73 War,6.32
14712,Spaceopoly,6.33
14713,The Crusades,6.30
14714,Risorgimento: Italy's Wars of Liberation 1848-1866,6.45
14715,Cheesonomics,6.11
14716,BANG!: Halo,5.92
14717,The Suitcase Detectives,6.15
14718,Elfer raus! Master,6.30
14719,Raid on Iran,6.07
14720,Münchhausen,5.88
14721,Bharg,6.05
14722,Five Ravens,6.54
14723,Scum: The Food Chain Game,5.71
14724,Solstice: Fall of Empire,6.37
14725,Aeronef: Victorian Science Fiction Flyer Combat Rules,6.70
14726,Cactus Town,8.51
14727,Letter Head,5.93
14728,Last Stand,6.74
14729,The American Dream Game,6.28
14730,Zed Deck,6.29
14731,Black Stories: Mittelalter Edition,5.88
14732,Tiger & Dragon,6.72
14733,Runes of Zun,6.86
14734,Cro-Magnon: First Steps of Civilization,6.53
14735,Dia de los Muertos,5.90
14736,MechWar 2: Red Star / White Star Modern Mechanized Combat in Europe,6.46
14737,Blanc-Manger Coco,5.67
14738,Forbidden,6.01
14739,La Résistance,7.03
14740,13: The Colonies in Revolt,5.98
14741,Connect 4: Shots,6.00
14742,Blooming Gardens,5.92
14743,Chaos in the Kids' Room,6.12
14744,Aachen: First to Fall,6.23
14745,Stratego: America's Civil War Collector's Edition,6.39
14746,Project Pandora: Grim Cargo,6.33
14747,World of Draghan: Once Upon a Dragon,6.56
14748,Flashpoint,6.61
14749,Kingdom of Aer: Kingmaker,6.57
14750,The Golf Game: Par Excellence,6.75
14751,Schmuggler an Bord,6.10
14752,The South Shall Rise Again,6.24
14753,NanoBot Battle Arena,6.42
14754,Sequence: States & Capitals,5.85
14755,Faulpelz,5.88
14756,Scum,6.05
14757,Fast Flip,5.84
14758,Rats to Riches,6.99
14759,1876: Trinidad,6.09
14760,Ragami,5.84
14761,Partners,5.87
14762,Raiders and Traders: The Heroic Age of Greece,6.59
14763,William the Conqueror: 1066,6.81
14764,ElemenZ,6.41
14765,Molotov's War,6.04
14766,"Kursk: Operation Zitadelle, 4 July 1943",6.11
14767,Tripolo,6.36
14768,"Dark Millennium: The Warhammer 40,000 Collectible Card Game",5.94
14769,The Horse Soldiers: Forrest at Bay,6.13
14770,1940: What If Germany Went East?,6.61
14771,UNO: The Simpsons – Special Edition Card Game,5.82
14772,Aljubarrota,6.18
14773,Tricky Dungeon,6.41
14774,Vikings on the Volga,6.67
14775,Into the Black Forest,6.34
14776,CLUE: The Big Bang Theory,5.89
14777,Instacrime: Munford,5.91
14778,"Pizza, Spaghetti e Mandolino",7.26
14779,Palermo,5.94
14780,Kniffel Master,6.33
14781,Succession: Intrigue in the Royal Court,5.72
14782,Sorcerers of the Magic Kingdom,6.19
14783,What?,5.97
14784,Tipsy,6.67
14785,Nin-Gonost,6.90
14786,Wykersham,6.45
14787,Bobail,5.93
14788,Double Series,6.53
14789,Crop Rotation,6.59
14790,Super Tock 4,5.90
14791,Terrace 6x6,6.69
14792,Rolling World,6.57
14793,Schadenfreude,6.68
14794,Hong Kong,5.92
14795,Hidden Games: Professor Charlies Reise um die Welt,6.70
14796,Anomia Kids,6.50
14797,Zero,5.71
14798,Mimic,6.22
14799,Morphology,5.97
14800,Rat Attack,6.54
14801,G.I. Joe Commando Attack,6.27
14802,Ugah Ugah!,6.17
14803,Nightlancer,7.29
14804,Triominos Challenge,5.82
14805,North Wind Rain,6.50
14806,Ninja Arena,6.85
14807,The Forgotten Planet,5.93
14808,Ultra Marines,6.21
14809,4 Monkeys,5.75
14810,Grandpa  Beck's Golf,5.97
14811,"Robert at Bannockburn: The Battle of Bannockburn, 1314",6.51
14812,NBA Showdown,7.04
14813,Bibliogamo,6.37
14814,Black Stories 7,6.02
14815,Peppino the Clown,6.62
14816,Aeolis,9.25
14817,Vampir Mau Mau,5.79
14818,Anybody's Guess,5.83
14819,Sauerbaum,5.99
14820,Trekking the National Parks: Trivia,6.74
14821,"Crusader: Battle for Tobruk, November 1941",6.31
14822,Number Chase,6.03
14823,Berrymandering,6.66
14824,Der Hobbit: Eine unerwartete Reise – Das Spiel zum Film,5.76
14825,Blood & Iron: Bismarck's Wars for Empire,6.40
14826,God Hates Charades,6.58
14827,Tetris,5.99
14828,Dschungelrennen,6.20
14829,Piranhas,5.93
14830,Who Stole the Cookie?,5.94
14831,Zig-Zag,5.65
14832,"Tea, Scones, and Arsenic",6.92
14833,Minotaurus,5.61
14834,Vampire: The Masquerade – Chapters,8.32
14835,Catlantis,6.04
14836,Hérois & Monstros,6.61
14837,Love Formula,6.48
14838,TrainSport: Austria,6.20
14839,DaVinci's Mancala,6.02
14840,Kemps,5.99
14841,Volcano Island Countdown,6.12
14842,The Chronicles of Dragon Wing,6.79
14843,Dungeon Venture,6.14
14844,MONSTArgh!,6.57
14845,Herkules Ameise,6.47
14846,Le Tricheur,6.06
14847,Paradise Lost,6.87
14848,Villannex,5.75
14849,Yummy World: Party at Picnic Palace,6.34
14850,Crazy Race,5.78
14851,Meepile,6.03
14852,Stake Your Claim,6.06
14853,Plucky Pilots,6.06
14854,Tractics,6.55
14855,Lord of the Fries: Superdeluxe Edition,6.51
14856,Ludus Gladiatorius,6.04
14857,Wordsmith,6.19
14858,Fungeon Party,6.62
14859,Elemental Blast,5.97
14860,"Xenophon: 10,000 Against Persia",6.72
14861,Flizz & Miez,5.88
14862,Marignan 1515,6.55
14863,Instinct,5.77
14864,Trainsilvania,6.39
14865,Laurel Crown,6.07
14866,The Seals of Cthulhu,6.41
14867,Enuk,5.77
14868,Stack-A-Biddi,6.10
14869,Crusader: Battle for Tobruk,6.54
14870,Rubbish Auction,6.08
14871,Elements,5.96
14872,Sherwood's Legacy,6.71
14873,Operation Kremlin,6.54
14874,Evidence,5.99
14875,Crazy Rally,6.21
14876,Cat Tower,6.60
14877,Kámen – Zbraně – Papír,6.17
14878,Norway 1940,6.51
14879,Puerto Diablo,6.20
14880,The Beastlord,5.87
